datetime,temperature_2m,precipitation,surface_pressure,snowfall,shortwave_radiation,winddirection_10m,windgusts_10m,windspeed_10m,relative_humidity_2m
2015-08-12 00:00:00,23.84,0.0,992.0,0.0,0.0,241.4,11.24,5.58,64.8
2015-08-12 01:00:00,22.8,0.0,992.0,0.0,0.0,239.6,10.94,5.64,69.0
2015-08-12 02:00:00,22.08,0.0,991.66,0.0,0.0,245.4,10.8,5.46,70.2
2015-08-12 03:00:00,21.34,0.0,991.48,0.0,0.0,249.2,10.08,5.0,73.0
2015-08-12 04:00:00,20.76,0.0,991.58,0.0,0.0,246.2,10.08,5.0,75.2
2015-08-12 05:00:00,20.24,0.0,991.74,0.0,0.0,246.4,9.88,5.06,76.8
2015-08-12 06:00:00,19.86,0.0,992.0,0.0,0.0,244.8,9.88,5.3,78.2
2015-08-12 07:00:00,20.28,0.0,992.28,0.0,43.2,247.6,10.22,5.44,78.6
2015-08-12 08:00:00,23.22,0.0,992.88,0.0,184.2,252.0,11.8,4.8,71.8
2015-08-12 09:00:00,26.18,0.0,993.48,0.0,332.4,260.4,12.32,3.94,62.4
2015-08-12 10:00:00,28.54,0.0,993.54,0.0,504.0,214.8,14.56,4.98,49.4
2015-08-12 11:00:00,30.12,0.0,993.86,0.0,640.8,25.0,18.86,6.42,42.8
2015-08-12 12:00:00,31.08,0.0,993.74,0.0,724.2,40.6,20.88,5.86,39.4
2015-08-12 13:00:00,31.72,0.0,993.5,0.0,709.0,58.4,22.74,6.62,35.8
2015-08-12 14:00:00,31.92,0.0,993.24,0.0,651.8,68.6,23.68,7.26,34.2
2015-08-12 15:00:00,32.02,0.0,992.8,0.0,595.6,69.8,23.34,6.84,34.0
2015-08-12 16:00:00,32.0,0.0,992.42,0.0,574.0,133.0,22.18,6.3,34.8
2015-08-12 17:00:00,31.7,0.0,992.36,0.0,450.6,125.4,20.9,6.54,36.4
2015-08-12 18:00:00,31.36,0.0,992.24,0.0,336.6,118.6,18.42,6.52,38.6
2015-08-12 19:00:00,30.04,0.0,992.1,0.0,186.2,162.0,14.62,5.28,52.8
2015-08-12 20:00:00,28.86,0.0,992.06,0.0,55.2,283.6,10.08,5.46,55.6
2015-08-12 21:00:00,28.34,0.0,992.44,0.0,0.4,278.8,11.88,6.02,50.0
2015-08-12 22:00:00,27.16,0.0,992.8,0.0,0.0,274.4,11.16,5.84,52.4
2015-08-12 23:00:00,25.88,0.0,992.92,0.0,0.0,267.6,10.94,5.66,56.2
2015-08-13 00:00:00,24.42,0.0,992.88,0.0,0.0,270.6,10.6,5.28,62.0
2015-08-13 01:00:00,23.42,0.0,992.72,0.0,0.0,264.8,11.02,5.12,65.4
2015-08-13 02:00:00,22.6,0.0,992.2,0.0,0.0,255.0,10.52,5.28,68.2
2015-08-13 03:00:00,21.78,0.0,992.16,0.0,0.0,259.4,10.44,5.88,71.4
2015-08-13 04:00:00,21.24,0.0,992.1,0.0,0.0,248.2,10.78,5.94,73.2
2015-08-13 05:00:00,20.78,0.0,991.92,0.0,0.0,247.6,10.88,5.92,74.8
2015-08-13 06:00:00,20.4,0.0,992.04,0.0,0.0,251.8,10.88,5.82,76.4
2015-08-13 07:00:00,20.74,0.0,992.14,0.0,43.4,251.6,11.02,6.08,77.4
2015-08-13 08:00:00,23.7,0.0,992.52,0.0,183.6,249.4,12.46,4.46,70.4
2015-08-13 09:00:00,27.0,0.0,992.7,0.0,352.6,262.0,11.8,3.28,62.6
2015-08-13 10:00:00,29.44,0.0,992.92,0.0,519.6,87.0,12.82,3.72,51.6
2015-08-13 11:00:00,31.12,0.0,992.8,0.0,660.8,114.6,16.5,4.88,43.2
2015-08-13 12:00:00,32.2,0.0,992.62,0.0,751.4,192.4,18.5,2.7,38.0
2015-08-13 13:00:00,32.62,0.0,992.08,0.0,726.0,191.2,18.5,2.92,35.6
2015-08-13 14:00:00,32.86,0.0,991.66,0.0,693.8,139.8,17.58,4.12,34.2
2015-08-13 15:00:00,33.02,0.0,990.96,0.0,651.6,153.4,16.42,4.8,33.6
2015-08-13 16:00:00,32.92,0.0,990.42,0.0,535.4,161.8,16.56,5.34,33.6
2015-08-13 17:00:00,32.7,0.0,989.92,0.0,462.4,161.2,16.12,5.36,34.6
2015-08-13 18:00:00,32.18,0.0,989.84,0.0,347.4,157.6,14.74,4.58,38.4
2015-08-13 19:00:00,30.84,0.0,989.36,0.0,181.0,137.0,11.94,3.16,49.2
2015-08-13 20:00:00,29.5,0.0,988.94,0.0,56.0,122.0,9.92,4.22,53.4
2015-08-13 21:00:00,28.88,0.0,989.22,0.0,0.4,63.8,9.66,5.9,52.2
2015-08-13 22:00:00,28.06,0.0,989.3,0.0,0.0,87.6,9.86,5.68,53.4
2015-08-13 23:00:00,27.3,0.0,989.2,0.0,0.0,106.2,9.88,4.96,53.8
2015-08-14 00:00:00,26.7,0.0,989.3,0.0,0.0,138.6,9.28,4.02,54.4
2015-08-14 01:00:00,25.98,0.0,989.04,0.0,0.0,177.2,8.72,3.3,56.6
2015-08-14 02:00:00,24.96,0.0,988.92,0.0,0.0,240.0,7.86,3.14,60.2
2015-08-14 03:00:00,23.84,0.0,988.46,0.0,0.0,232.2,7.4,3.34,65.2
2015-08-14 04:00:00,23.38,0.0,988.24,0.0,0.0,174.4,6.84,3.28,66.2
2015-08-14 05:00:00,23.02,0.0,987.88,0.0,0.0,173.8,5.98,3.22,67.0
2015-08-14 06:00:00,23.06,0.0,987.84,0.0,0.0,174.8,6.34,2.9,66.2
2015-08-14 07:00:00,23.14,0.0,987.86,0.0,39.8,162.4,6.26,2.96,67.0
2015-08-14 08:00:00,24.54,0.0,988.08,0.0,175.2,57.0,7.92,2.72,72.4
2015-08-14 09:00:00,26.82,0.0,988.24,0.0,305.4,80.2,10.5,3.08,63.4
2015-08-14 10:00:00,28.46,0.0,988.34,0.0,453.0,133.2,13.04,3.64,56.2
2015-08-14 11:00:00,29.88,0.0,988.22,0.0,584.8,135.2,15.7,4.8,50.8
2015-08-14 12:00:00,30.92,0.0,987.68,0.0,626.4,149.2,17.34,5.86,46.6
2015-08-14 13:00:00,31.68,0.0,987.46,0.0,696.2,178.2,21.8,6.92,42.6
2015-08-14 14:00:00,32.14,0.0,987.0,0.0,662.0,214.6,22.54,7.96,39.6
2015-08-14 15:00:00,32.54,0.0,986.64,0.0,678.2,179.4,21.74,6.44,37.4
2015-08-14 16:00:00,32.52,0.0,985.9,0.0,559.4,185.4,21.24,5.16,36.8
2015-08-14 17:00:00,32.34,0.26,985.42,0.0,479.4,135.2,23.24,5.58,36.8
2015-08-14 18:00:00,31.7,0.0,985.04,0.0,313.4,135.8,23.38,7.84,39.8
2015-08-14 19:00:00,30.3,0.0,985.12,0.0,163.2,128.0,20.16,6.84,49.2
2015-08-14 20:00:00,28.86,0.0,984.84,0.0,44.0,122.2,12.8,5.32,56.6
2015-08-14 21:00:00,27.64,0.0,985.16,0.0,0.2,116.4,11.88,4.64,59.0
2015-08-14 22:00:00,27.28,0.0,985.3,0.0,0.0,124.0,10.58,4.38,57.0
2015-08-14 23:00:00,26.56,0.0,985.34,0.0,0.0,137.6,10.0,4.34,58.8
2015-08-15 00:00:00,25.88,0.0,984.92,0.0,0.0,204.8,10.44,5.46,60.2
2015-08-15 01:00:00,25.12,0.0,984.68,0.0,0.0,237.8,10.06,4.12,62.4
2015-08-15 02:00:00,24.18,0.0,984.28,0.0,0.0,191.4,9.66,4.32,65.8
2015-08-15 03:00:00,23.12,0.0,984.1,0.0,0.0,249.0,9.44,4.0,70.2
2015-08-15 04:00:00,22.24,0.0,984.16,0.0,0.0,255.4,9.66,6.02,73.4
2015-08-15 05:00:00,21.44,0.0,984.08,0.0,0.0,199.4,9.44,6.64,77.0
2015-08-15 06:00:00,20.8,0.0,984.12,0.0,0.0,213.6,9.08,6.66,79.4
2015-08-15 07:00:00,20.8,0.0,984.34,0.0,33.4,220.4,9.14,6.36,81.4
2015-08-15 08:00:00,23.4,0.0,984.92,0.0,153.6,225.8,11.42,5.16,74.0
2015-08-15 09:00:00,25.76,0.0,985.22,0.0,312.4,222.8,14.54,3.52,69.2
2015-08-15 10:00:00,27.46,0.0,985.32,0.0,466.4,250.8,15.48,3.6,57.2
2015-08-15 11:00:00,28.84,0.0,985.32,0.0,613.8,250.8,16.14,2.56,50.2
2015-08-15 12:00:00,29.88,0.0,985.1,0.0,734.2,225.6,22.1,3.26,45.6
2015-08-15 13:00:00,30.44,0.0,985.1,0.0,733.4,132.8,22.38,2.8,43.2
2015-08-15 14:00:00,30.46,0.36,985.2,0.0,748.8,209.8,20.3,5.34,44.0
2015-08-15 15:00:00,29.58,0.44,985.08,0.0,633.8,203.2,23.26,7.98,47.2
2015-08-15 16:00:00,28.88,0.1,984.6,0.0,489.4,209.2,26.66,7.1,50.2
2015-08-15 17:00:00,28.14,0.14,984.34,0.0,345.8,211.6,23.26,5.08,53.4
2015-08-15 18:00:00,27.76,0.0,984.06,0.0,227.8,226.6,17.72,4.78,56.0
2015-08-15 19:00:00,26.92,0.18,983.96,0.0,130.6,200.2,11.88,4.66,63.0
2015-08-15 20:00:00,26.02,0.0,984.42,0.0,36.8,223.0,8.5,5.32,71.0
2015-08-15 21:00:00,24.78,0.18,984.84,0.0,0.0,235.2,12.02,5.4,74.8
2015-08-15 22:00:00,23.38,0.24,985.0,0.0,0.0,218.8,13.66,4.1,81.4
2015-08-15 23:00:00,22.76,0.16,984.72,0.0,0.0,225.6,13.26,4.7,82.8
2015-08-16 00:00:00,22.2,0.0,984.92,0.0,0.0,196.8,12.38,7.58,85.2
2015-08-16 01:00:00,21.78,0.0,984.6,0.0,0.0,223.4,10.88,5.18,86.6
2015-08-16 02:00:00,21.52,0.0,984.62,0.0,0.0,217.2,9.16,4.64,88.0
2015-08-16 03:00:00,21.34,0.0,984.54,0.0,0.0,221.6,8.5,4.72,87.6
2015-08-16 04:00:00,20.96,0.02,984.38,0.0,0.0,206.2,9.28,3.84,88.8
2015-08-16 05:00:00,20.82,0.18,984.28,0.0,0.0,203.2,9.8,4.0,89.4
2015-08-16 06:00:00,20.7,0.44,984.3,0.0,0.0,207.0,10.38,4.36,90.2
2015-08-16 07:00:00,20.8,0.9,984.38,0.0,16.4,208.8,10.02,4.34,89.8
2015-08-16 08:00:00,21.38,0.24,984.68,0.0,58.8,217.6,9.88,3.08,88.8
2015-08-16 09:00:00,21.92,0.2,984.68,0.0,159.6,228.8,11.02,2.66,85.2
2015-08-16 10:00:00,23.26,0.04,984.54,0.0,316.4,230.4,12.6,2.46,75.6
2015-08-16 11:00:00,24.5,0.08,984.7,0.0,486.0,176.8,14.84,1.38,67.4
2015-08-16 12:00:00,25.18,0.48,984.06,0.0,570.4,130.4,19.74,3.62,63.4
2015-08-16 13:00:00,25.9,0.18,984.2,0.0,612.0,129.0,21.1,3.58,59.6
2015-08-16 14:00:00,26.4,0.02,983.88,0.0,582.4,97.6,19.74,4.0,56.8
2015-08-16 15:00:00,26.04,0.38,983.48,0.0,464.4,175.8,19.08,4.9,58.0
2015-08-16 16:00:00,25.26,0.22,983.56,0.0,330.6,191.2,20.72,6.3,61.4
2015-08-16 17:00:00,24.52,0.62,983.64,0.0,202.0,211.8,20.66,5.72,65.6
2015-08-16 18:00:00,23.84,0.58,983.26,0.0,109.8,232.2,17.78,3.4,68.4
2015-08-16 19:00:00,23.0,0.46,983.06,0.0,41.8,226.2,14.0,3.86,73.8
2015-08-16 20:00:00,22.28,0.48,982.86,0.0,11.2,239.0,11.66,4.36,78.0
2015-08-16 21:00:00,20.8,0.9,982.8,0.0,0.0,249.0,11.9,4.32,85.4
2015-08-16 22:00:00,20.1,1.04,982.96,0.0,0.0,181.4,13.26,4.46,88.8
2015-08-16 23:00:00,19.7,0.94,983.0,0.0,0.0,189.6,13.04,5.46,90.0
2015-08-17 00:00:00,19.1,1.4,982.84,0.0,0.0,200.6,13.4,4.84,94.2
2015-08-17 01:00:00,18.96,2.2,982.98,0.0,0.0,218.2,14.16,4.54,94.6
2015-08-17 02:00:00,18.8,2.84,982.82,0.0,0.0,194.8,13.54,4.96,95.2
2015-08-17 03:00:00,18.54,3.34,982.6,0.0,0.0,245.4,14.92,4.88,96.0
2015-08-17 04:00:00,18.44,3.38,982.6,0.0,0.0,237.0,18.44,5.16,95.6
2015-08-17 05:00:00,18.36,3.3,982.42,0.0,0.0,237.6,17.14,5.74,95.4
2015-08-17 06:00:00,18.22,3.04,982.3,0.0,0.0,240.2,19.06,5.46,95.4
2015-08-17 07:00:00,18.26,2.4,982.74,0.0,8.6,235.0,17.22,5.1,95.8
2015-08-17 08:00:00,18.56,1.66,982.78,0.0,38.2,231.8,17.28,5.56,94.8
2015-08-17 09:00:00,18.86,1.44,983.06,0.0,56.0,236.4,16.62,6.26,94.4
2015-08-17 10:00:00,19.58,0.98,983.44,0.0,77.8,239.0,16.34,6.6,90.6
2015-08-17 11:00:00,19.86,0.64,984.0,0.0,149.6,243.6,17.14,6.68,87.8
2015-08-17 12:00:00,20.18,0.44,983.98,0.0,163.0,199.6,19.14,5.54,86.6
2015-08-17 13:00:00,20.52,0.38,984.18,0.0,210.4,218.4,19.3,5.16,84.2
2015-08-17 14:00:00,20.84,0.3,984.4,0.0,225.2,232.6,19.58,5.6,81.6
2015-08-17 15:00:00,21.24,0.22,984.34,0.0,263.8,291.4,20.82,5.32,78.0
2015-08-17 16:00:00,21.28,0.2,984.52,0.0,228.2,285.4,20.6,5.34,77.4
2015-08-17 17:00:00,21.44,0.32,984.4,0.0,228.2,213.2,20.32,5.5,76.6
2015-08-17 18:00:00,21.5,0.04,984.9,0.0,191.0,279.2,19.94,4.76,76.4
2015-08-17 19:00:00,21.28,0.0,984.94,0.0,108.4,263.2,17.64,3.84,77.4
2015-08-17 20:00:00,20.72,0.0,985.3,0.0,36.0,249.6,13.74,3.84,81.0
2015-08-17 21:00:00,19.7,0.14,985.84,0.0,0.0,242.8,9.92,3.82,88.4
2015-08-17 22:00:00,19.2,0.16,986.28,0.0,0.0,223.8,9.28,4.02,90.0
2015-08-17 23:00:00,18.82,0.12,986.64,0.0,0.0,219.0,10.52,4.24,91.2
2015-08-18 00:00:00,18.4,0.06,986.52,0.0,0.0,197.8,11.22,4.96,92.2
2015-08-18 01:00:00,17.92,0.02,986.8,0.0,0.0,206.6,10.66,4.1,93.0
2015-08-18 02:00:00,17.78,0.02,986.56,0.0,0.0,219.4,10.32,4.14,92.8
2015-08-18 03:00:00,17.54,0.02,986.72,0.0,0.0,206.0,9.84,3.98,94.2
2015-08-18 04:00:00,17.2,0.0,986.64,0.0,0.0,215.0,9.52,4.98,94.6
2015-08-18 05:00:00,16.76,0.04,986.68,0.0,0.0,222.6,10.28,4.98,95.4
2015-08-18 06:00:00,16.38,0.0,986.86,0.0,0.0,228.6,10.58,4.54,96.0
2015-08-18 07:00:00,16.5,0.0,987.32,0.0,23.0,230.4,11.9,3.74,96.2
2015-08-18 08:00:00,18.22,0.0,987.72,0.0,126.8,244.4,13.16,3.32,93.2
2015-08-18 09:00:00,19.98,0.0,988.26,0.0,233.8,178.2,13.62,3.78,86.4
2015-08-18 10:00:00,21.32,0.06,988.46,0.0,392.8,201.6,16.68,2.88,77.8
2015-08-18 11:00:00,22.44,0.1,988.88,0.0,544.6,102.8,17.0,2.22,71.2
2015-08-18 12:00:00,23.38,0.02,988.62,0.0,640.8,144.0,17.86,3.2,66.0
2015-08-18 13:00:00,23.94,0.16,988.74,0.0,648.2,162.2,19.22,4.98,63.2
2015-08-18 14:00:00,24.2,0.0,988.54,0.0,667.6,172.8,19.74,4.7,62.2
2015-08-18 15:00:00,24.18,0.02,988.46,0.0,574.0,169.6,19.38,4.64,63.0
2015-08-18 16:00:00,23.88,0.38,988.56,0.0,470.0,169.2,17.72,5.44,64.8
2015-08-18 17:00:00,23.04,0.72,988.62,0.0,352.2,181.6,17.64,7.0,70.0
2015-08-18 18:00:00,22.58,0.1,988.94,0.0,243.4,218.0,15.48,5.02,72.6
2015-08-18 19:00:00,22.1,0.26,989.32,0.0,141.8,129.2,13.46,4.96,74.8
2015-08-18 20:00:00,21.16,0.14,989.46,0.0,27.4,129.6,11.16,4.7,82.2
2015-08-18 21:00:00,20.2,0.38,989.9,0.0,0.0,144.0,11.66,5.62,87.0
2015-08-18 22:00:00,19.24,0.2,990.28,0.0,0.0,139.6,12.08,5.88,88.8
2015-08-18 23:00:00,18.7,0.12,990.76,0.0,0.0,143.0,12.46,5.84,90.6
2015-08-19 00:00:00,18.5,0.06,990.62,0.0,0.0,71.0,12.74,6.84,91.6
2015-08-19 01:00:00,18.42,0.04,990.82,0.0,0.0,77.2,12.74,6.92,92.0
2015-08-19 02:00:00,18.14,0.04,991.06,0.0,0.0,61.8,11.44,5.94,92.6
2015-08-19 03:00:00,17.74,0.0,991.0,0.0,0.0,36.8,10.14,5.76,92.8
2015-08-19 04:00:00,17.58,0.12,991.06,0.0,0.0,35.0,10.72,5.58,93.4
2015-08-19 05:00:00,17.3,0.58,990.72,0.0,0.0,167.6,10.5,4.82,94.0
2015-08-19 06:00:00,17.14,0.56,990.82,0.0,0.0,234.2,9.14,4.9,95.0
2015-08-19 07:00:00,17.36,0.32,990.78,0.0,13.0,237.4,9.78,5.14,93.4
2015-08-19 08:00:00,17.94,0.46,990.56,0.0,70.6,101.8,11.36,5.1,89.8
2015-08-19 09:00:00,18.46,0.14,990.74,0.0,146.6,115.8,13.62,4.66,86.8
2015-08-19 10:00:00,19.2,0.26,990.72,0.0,221.2,72.4,15.56,5.5,81.8
2015-08-19 11:00:00,19.9,0.3,990.86,0.0,332.4,94.0,17.88,6.18,78.0
2015-08-19 12:00:00,20.38,1.14,991.0,0.0,379.6,108.2,19.22,7.22,75.6
2015-08-19 13:00:00,20.72,0.96,991.02,0.0,374.4,122.2,19.44,6.34,74.6
2015-08-19 14:00:00,20.84,0.3,991.04,0.0,311.2,120.2,18.16,6.34,74.8
2015-08-19 15:00:00,21.04,0.28,990.66,0.0,305.8,108.0,18.22,4.9,74.8
2015-08-19 16:00:00,21.18,0.22,990.58,0.0,291.0,99.6,17.78,3.78,74.8
2015-08-19 17:00:00,21.14,0.38,990.18,0.0,244.4,128.4,17.34,2.78,75.0
2015-08-19 18:00:00,20.22,1.16,990.36,0.0,143.0,140.4,15.9,3.8,79.2
2015-08-19 19:00:00,19.46,0.74,990.26,0.0,62.8,106.8,13.74,3.52,82.6
2015-08-19 20:00:00,18.54,1.4,990.5,0.0,12.4,107.0,12.46,4.44,88.2
2015-08-19 21:00:00,17.68,2.78,991.06,0.0,0.0,36.8,13.32,5.2,94.2
2015-08-19 22:00:00,17.44,4.82,991.38,0.0,0.0,33.8,17.8,6.46,94.2
2015-08-19 23:00:00,17.2,4.56,991.72,0.0,0.0,41.0,21.08,6.64,95.2
2015-08-20 00:00:00,16.98,2.94,992.28,0.0,0.0,108.2,21.98,6.1,94.6
2015-08-20 01:00:00,16.8,1.9,992.3,0.0,0.0,100.6,17.8,6.38,95.6
2015-08-20 02:00:00,16.7,1.26,992.36,0.0,0.0,17.0,16.08,6.3,95.6
2015-08-20 03:00:00,16.76,0.64,992.22,0.0,0.0,216.2,17.48,6.56,95.0
2015-08-20 04:00:00,16.82,0.28,992.34,0.0,0.0,273.8,18.58,6.5,94.8
2015-08-20 05:00:00,16.64,0.16,992.42,0.0,0.0,259.8,18.14,6.58,93.0
2015-08-20 06:00:00,16.72,0.0,992.64,0.0,0.0,258.2,17.64,6.78,92.4
2015-08-20 07:00:00,16.8,0.04,993.08,0.0,14.8,259.2,19.72,7.56,92.6
2015-08-20 08:00:00,17.6,0.1,993.56,0.0,79.2,265.2,20.46,7.8,92.0
2015-08-20 09:00:00,18.38,0.04,993.94,0.0,163.0,278.4,21.54,7.82,85.6
2015-08-20 10:00:00,19.02,0.04,994.52,0.0,198.8,15.4,24.34,8.84,81.0
2015-08-20 11:00:00,19.68,0.08,994.9,0.0,292.0,19.8,32.48,10.9,75.6
2015-08-20 12:00:00,20.18,0.04,995.04,0.0,382.4,24.8,35.14,11.9,72.6
2015-08-20 13:00:00,20.52,0.2,995.52,0.0,421.4,24.8,36.58,12.96,70.0
2015-08-20 14:00:00,21.42,0.02,995.76,0.0,544.2,96.6,36.32,12.3,65.6
2015-08-20 15:00:00,21.64,0.0,996.1,0.0,435.2,98.8,35.84,11.42,63.6
2015-08-20 16:00:00,21.42,0.04,996.22,0.0,383.8,32.2,35.02,11.66,65.0
2015-08-20 17:00:00,21.04,0.14,996.32,0.0,272.2,107.6,32.76,11.14,66.6
2015-08-20 18:00:00,20.7,0.0,996.56,0.0,206.4,108.8,28.66,10.66,68.4
2015-08-20 19:00:00,20.18,0.0,996.72,0.0,98.4,38.8,26.72,9.8,70.6
2015-08-20 20:00:00,19.58,0.0,997.08,0.0,24.2,44.4,22.96,8.54,72.4
2015-08-20 21:00:00,18.84,0.0,997.76,0.0,0.0,47.6,20.24,8.66,77.8
2015-08-20 22:00:00,18.34,0.0,998.0,0.0,0.0,119.0,20.1,8.4,79.0
2015-08-20 23:00:00,18.04,0.0,998.24,0.0,0.0,110.2,18.64,7.66,80.4
2015-08-21 00:00:00,17.68,0.0,997.84,0.0,0.0,235.6,16.98,6.32,81.0
2015-08-21 01:00:00,17.52,0.0,997.86,0.0,0.0,217.0,14.62,6.6,80.4
2015-08-21 02:00:00,17.32,0.0,997.74,0.0,0.0,276.2,13.76,6.14,81.0
2015-08-21 03:00:00,17.08,0.0,997.52,0.0,0.0,212.4,12.74,6.44,82.0
2015-08-21 04:00:00,16.86,0.0,997.4,0.0,0.0,150.6,12.3,6.12,82.4
2015-08-21 05:00:00,16.68,0.0,997.46,0.0,0.0,89.6,12.38,5.88,83.0
2015-08-21 06:00:00,16.56,0.0,997.72,0.0,0.0,102.4,12.96,6.16,83.4
2015-08-21 07:00:00,16.64,0.0,997.86,0.0,21.2,39.0,13.6,5.86,83.6
2015-08-21 08:00:00,17.46,0.0,998.42,0.0,115.0,47.2,15.54,6.98,82.4
2015-08-21 09:00:00,18.76,0.0,998.56,0.0,216.4,50.6,21.1,9.6,76.8
2015-08-21 10:00:00,19.42,0.0,998.7,0.0,353.0,52.8,28.66,11.64,72.2
2015-08-21 11:00:00,20.08,0.14,998.82,0.0,474.4,53.0,33.02,12.28,70.0
2015-08-21 12:00:00,20.78,0.1,998.6,0.0,589.2,46.4,32.28,10.14,67.6
2015-08-21 13:00:00,21.38,0.08,998.4,0.0,624.0,46.2,31.88,10.96,64.8
2015-08-21 14:00:00,21.72,0.0,998.2,0.0,603.6,49.0,31.16,11.48,62.4
2015-08-21 15:00:00,21.96,0.0,998.04,0.0,563.6,51.6,30.1,11.7,60.6
2015-08-21 16:00:00,21.8,0.04,997.94,0.0,478.2,54.4,29.24,11.0,60.0
2015-08-21 17:00:00,21.5,0.04,997.76,0.0,353.0,48.8,26.92,10.0,61.0
2015-08-21 18:00:00,21.02,0.0,997.36,0.0,251.4,36.6,23.96,7.46,62.8
2015-08-21 19:00:00,20.14,0.0,997.34,0.0,126.0,228.6,19.96,6.4,68.4
2015-08-21 20:00:00,19.16,0.0,997.48,0.0,25.6,286.8,15.74,7.04,74.4
2015-08-21 21:00:00,18.2,0.0,997.8,0.0,0.0,280.8,16.06,7.18,81.4
2015-08-21 22:00:00,17.62,0.0,997.72,0.0,0.0,273.0,14.62,6.84,83.2
2015-08-21 23:00:00,16.98,0.0,997.68,0.0,0.0,269.4,14.06,6.4,85.0
2015-08-22 00:00:00,16.58,0.0,997.16,0.0,0.0,262.4,13.02,7.34,86.8
2015-08-22 01:00:00,15.82,0.0,996.92,0.0,0.0,263.6,12.36,6.3,89.2
2015-08-22 02:00:00,15.42,0.0,996.44,0.0,0.0,263.4,12.32,6.36,90.2
2015-08-22 03:00:00,15.26,0.0,996.04,0.0,0.0,259.6,12.4,6.04,90.6
2015-08-22 04:00:00,15.0,0.0,995.94,0.0,0.0,255.2,12.32,6.02,91.0
2015-08-22 05:00:00,14.64,0.0,995.68,0.0,0.0,256.6,11.96,6.0,91.4
2015-08-22 06:00:00,14.18,0.0,995.58,0.0,0.0,260.0,11.74,6.6,92.0
2015-08-22 07:00:00,14.32,0.0,995.66,0.0,26.4,261.4,11.86,7.16,92.0
2015-08-22 08:00:00,16.6,0.0,996.02,0.0,155.4,265.6,13.16,6.58,87.8
2015-08-22 09:00:00,18.1,0.0,996.06,0.0,293.6,278.8,17.08,6.12,83.6
2015-08-22 10:00:00,19.68,0.0,995.78,0.0,430.8,87.6,24.1,7.92,73.6
2015-08-22 11:00:00,21.2,0.0,995.74,0.0,612.8,34.6,32.46,8.98,62.8
2015-08-22 12:00:00,21.9,0.0,995.12,0.0,631.6,25.8,33.64,7.22,56.2
2015-08-22 13:00:00,22.26,0.02,994.88,0.0,653.4,35.8,33.54,9.12,53.8
2015-08-22 14:00:00,22.62,0.0,994.68,0.0,595.0,40.2,32.68,9.64,51.8
2015-08-22 15:00:00,22.6,0.0,994.22,0.0,551.8,41.6,29.8,8.96,51.2
2015-08-22 16:00:00,22.6,0.0,994.02,0.0,494.0,51.4,26.64,8.9,51.0
2015-08-22 17:00:00,22.32,0.06,993.96,0.0,401.2,64.8,25.28,9.28,52.6
2015-08-22 18:00:00,21.82,0.0,993.58,0.0,243.8,73.8,22.66,8.16,56.0
2015-08-22 19:00:00,21.18,0.06,993.4,0.0,141.4,76.2,18.34,6.94,60.8
2015-08-22 20:00:00,20.1,0.0,993.62,0.0,28.4,71.4,13.84,6.0,66.4
2015-08-22 21:00:00,18.76,0.0,993.88,0.0,0.0,72.0,14.38,6.1,76.8
2015-08-22 22:00:00,17.88,0.0,993.88,0.0,0.0,77.6,12.46,5.98,81.2
2015-08-22 23:00:00,17.38,0.0,993.84,0.0,0.0,76.2,11.88,5.08,82.6
2015-08-23 00:00:00,17.28,0.0,993.58,0.0,0.0,64.0,11.22,5.4,83.6
2015-08-23 01:00:00,17.14,0.0,993.3,0.0,0.0,49.0,10.24,4.22,84.6
2015-08-23 02:00:00,16.56,0.0,993.06,0.0,0.0,118.2,8.94,3.78,87.8
2015-08-23 03:00:00,15.86,0.0,992.72,0.0,0.0,65.8,8.2,4.18,90.0
2015-08-23 04:00:00,15.5,0.0,992.5,0.0,0.0,140.2,7.7,4.1,91.4
2015-08-23 05:00:00,15.1,0.0,992.18,0.0,0.0,66.0,8.06,3.88,93.2
2015-08-23 06:00:00,14.86,0.0,991.88,0.0,0.0,67.8,8.42,3.82,94.0
2015-08-23 07:00:00,15.0,0.0,991.88,0.0,17.2,82.0,9.22,3.78,94.4
2015-08-23 08:00:00,15.82,0.0,992.02,0.0,97.8,93.6,11.9,4.26,91.0
2015-08-23 09:00:00,17.78,0.06,992.1,0.0,206.6,101.6,14.76,5.3,84.2
2015-08-23 10:00:00,18.94,0.1,992.14,0.0,328.6,112.8,17.86,6.38,77.2
2015-08-23 11:00:00,20.0,0.16,991.94,0.0,483.6,127.8,20.96,7.62,71.6
2015-08-23 12:00:00,20.92,0.12,992.04,0.0,577.8,130.4,22.9,7.02,66.6
2015-08-23 13:00:00,21.72,0.08,991.82,0.0,602.4,144.6,23.04,6.84,62.6
2015-08-23 14:00:00,22.3,0.04,991.46,0.0,618.4,152.8,23.4,6.98,59.4
2015-08-23 15:00:00,22.64,0.0,991.04,0.0,584.6,155.6,22.32,7.22,57.8
2015-08-23 16:00:00,22.72,0.0,990.7,0.0,510.2,161.8,20.52,7.68,57.4
2015-08-23 17:00:00,22.74,0.0,990.36,0.0,414.8,164.4,19.22,8.34,58.0
2015-08-23 18:00:00,22.34,0.0,989.98,0.0,282.6,159.6,18.64,8.68,61.4
2015-08-23 19:00:00,21.52,0.0,989.76,0.0,150.2,155.4,16.64,6.46,68.6
